driver_id,hard_brakes_per_100km,hard_accels_per_100km,speeding_per_100km,phone_use_per_100km,total_events_per_100km,fuel_per_100km,idle_time_pct,daily_hours,daily_km,night_driving_pct,daily_steps,daily_floors,daily_lifting_events,co2_per_km,cluster,pca_1,pca_2
D001,4.026538461538461,2.623076923076923,3.0176923076923075,0.8203846153846153,13.778076923076924,19.294999999999998,56.323076923076925,3.4269230769230767,129.64615384615382,0.0,2217.769230769231,50.77307692307692,4.8307692307692305,0.44569615384615385,3,4.076436341857702,0.5187818863210034
D002,2.2453846153846153,1.615,1.881153846153846,0.6230769230769231,11.017307692307693,18.500384615384615,103.54230769230769,3.707692307692308,158.71923076923076,0.0,1456.4615384615386,26.457692307692305,4.634615384615385,0.4273769230769231,6,1.812933710215994,0.6308776541060273
D003,3.1757692307692307,3.540769230769231,2.0342307692307693,0.8853846153846153,13.002692307692307,15.335384615384616,37.707692307692305,3.8499999999999996,224.96538461538464,0.07307692307692307,804.2307692307693,13.692307692307692,3.4153846153846152,0.35425384615384614,1,0.0714541832671457,4.130549205042653
D004,3.3165384615384617,2.7211538461538463,1.9830769230769232,0.935,12.241153846153846,19.586923076923078,60.842307692307685,3.4538461538461536,126.92692307692307,100.0,2368.0384615384614,52.18846153846154,5.173076923076923,0.4524615384615384,3,3.991890066179621,-0.2425770266384414
D005,3.2780769230769233,2.7430769230769227,1.9753846153846153,0.7846153846153846,12.084615384615384,20.263461538461538,65.37307692307692,3.3461538461538463,120.2423076923077,100.0,2350.8846153846152,53.11923076923077,5.107692307692308,0.46811153846153847,3,4.158135950662134,-0.6161054895178986
D006,0.525,0.39,0.328125,0.109375,2.533125,12.080625,37.70625,3.51875,147.0625,0.0,1421.75,29.1125,4.025,0.2790625,2,-2.5752966305984986,-1.3552225751395517
D007,3.291923076923077,3.833846153846154,2.1361538461538463,0.8276923076923077,13.525384615384613,19.545384615384616,63.38461538461539,3.2346153846153842,120.3423076923077,0.0,2219.1153846153848,50.142307692307696,4.7,0.45150769230769233,3,4.223572705297011,0.0656025262831182
D008,1.4903846153846154,0.8099999999999999,0.8003846153846154,0.3257692307692308,5.221153846153846,13.024230769230769,46.48076923076923,3.9846153846153842,233.37307692307692,100.0,852.6153846153846,12.149999999999999,3.569230769230769,0.3008923076923077,4,-2.9488939356676265,1.7595278770235843
D009,1.1523076923076923,0.9403846153846154,0.543076923076923,0.25730769230769235,4.916538461538462,17.428846153846152,73.28461538461539,3.3,121.38461538461539,50.611538461538466,2159.8076923076924,48.0923076923077,4.588461538461538,0.4026230769230769,0,0.8904953494516165,-2.5690511622826384
D010,1.8542307692307693,1.4373076923076922,1.4953846153846155,0.7230769230769231,10.424230769230768,18.91,109.41538461538462,3.6423076923076922,157.88846153846154,49.41153846153846,1491.6538461538462,26.6,4.319230769230769,0.4368076923076923,6,1.7759174432689935,0.4416544306443566
D011,2.670769230769231,1.6292307692307693,1.8496153846153844,0.6646153846153846,11.960384615384616,21.207692307692305,123.97307692307693,3.519230769230769,127.43076923076923,100.0,2357.8846153846152,55.56923076923077,4.815384615384615,0.48987307692307697,6,4.134188808843367,-1.091282559673445
D012,2.4676923076923076,1.32,1.7603846153846152,0.5703846153846154,11.141153846153847,20.78076923076923,117.04615384615384,3.3230769230769233,123.02692307692308,0.0,2067.653846153846,45.83846153846154,4.696153846153846,0.4800384615384615,6,3.5385334433399636,-1.1995751678290223
D013,3.8096153846153844,3.4330769230769227,3.1396153846153845,0.8496153846153847,14.858076923076924,19.892307692307693,61.573076923076925,3.353846153846154,119.66538461538462,50.146153846153844,2263.4615384615386,50.75769230769231,5.046153846153846,0.45952692307692306,3,4.786275699420073,0.4435534979222774
D014,3.4223076923076925,2.8815384615384616,1.9869230769230768,0.8061538461538462,12.39076923076923,15.764999999999999,39.650000000000006,3.9076923076923076,224.16538461538462,0.0,867.4230769230769,14.665384615384616,3.4076923076923076,0.3641653846153846,1,-0.04388275467481674,3.902125413028886
D015,1.4311538461538462,0.8292307692307692,0.8896153846153846,0.30192307692307696,5.224615384615385,15.675,71.62692307692308,3.5461538461538464,152.45,51.55384615384616,1402.2307692307693,25.48846153846154,4.342307692307693,0.3621192307692308,5,-0.4935948304594012,-0.6671420141054003
D016,1.4653846153846155,0.8092307692307692,0.8596153846153847,0.2784615384615385,5.380384615384615,15.567307692307692,70.5923076923077,3.576923076923077,154.12692307692308,0.0,1436.7692307692307,24.23076923076923,4.315384615384615,0.3595961538461538,5,-0.6210754546163755,-0.5960335755623006
D017,1.166923076923077,0.9569230769230769,0.41307692307692306,0.3396153846153846,5.047307692307692,17.38423076923077,82.75,3.473076923076923,127.71153846153847,0.0,2275.1923076923076,52.05,5.050000000000001,0.40158846153846156,0,1.0868583801265639,-2.6450787316900803
D018,0.9088888888888889,0.5166666666666667,0.08444444444444445,0.15777777777777777,3.598888888888889,14.600000000000001,44.21111111111111,3.2777777777777777,116.14444444444445,0.0,2415.4444444444443,56.422222222222224,4.733333333333333,0.33724444444444446,2,-0.2559190436780895,-3.3832881619947295
D019,3.1365384615384615,2.995769230769231,2.063846153846154,0.8153846153846154,12.281923076923077,19.775769230769228,62.43846153846154,3.2807692307692307,123.5576923076923,0.0,2180.6923076923076,49.073076923076925,4.4,0.4568384615384616,3,3.7267799302369196,0.004409173149980974
D020,1.5865384615384615,1.0065384615384614,0.8665384615384616,0.24346153846153845,6.216923076923076,17.302307692307693,76.8423076923077,3.3846153846153846,122.23076923076923,0.0,2233.923076923077,52.44615384615384,4.819230769230769,0.39967307692307696,0,1.250588339235905,-2.4242032383593735
D021,4.0645454545454545,4.081818181818182,2.9227272727272724,0.9663636363636363,15.918181818181818,19.978181818181817,54.972727272727276,3.409090909090909,124.55454545454545,100.0,2165.181818181818,50.92727272727273,4.718181818181818,0.4615090909090909,3,4.852777197922712,1.1473100319943352
D022,2.001818181818182,0.9954545454545454,1.1445454545454545,0.3618181818181818,7.107272727272728,13.413636363636364,51.445454545454545,3.9545454545454546,229.83636363636361,0.0,816.4545454545455,12.663636363636364,3.5181818181818185,0.3099181818181818,4,-2.3951647127772966,2.1440827708115324
D023,1.4146153846153846,0.74,0.7280769230769231,0.23500000000000001,5.094615384615385,12.861923076923075,47.04230769230769,3.880769230769231,227.25384615384615,0.0,825.1538461538462,12.776923076923076,3.576923076923077,0.29710384615384616,4,-3.0401960765737095,1.4204543939819823
D024,2.61,1.2408333333333335,1.4916666666666665,0.9325,10.874166666666667,15.370833333333332,73.575,3.7916666666666665,227.53333333333333,0.0,774.4166666666666,11.733333333333334,3.25,0.35509166666666664,1,-0.5330168388272793,3.0929136342530814
